"Time (UTC)","Barometric Pressure (mbar)"
2018-12-13 17:28:00,1033.90
2018-12-13 17:33:00,1033.90
2018-12-13 17:38:00,1033.90
2018-12-13 17:43:00,1033.80
2018-12-13 17:48:00,1033.80
2018-12-13 17:53:00,1033.80
2018-12-13 17:58:00,1033.80
2018-12-13 18:03:00,1033.70
2018-12-13 18:08:00,1033.60
2018-12-13 18:13:00,1033.60
2018-12-13 18:23:00,1033.70
2018-12-13 18:28:00,1033.70
2018-12-13 18:33:00,1033.50
2018-12-13 18:38:00,1033.50
2018-12-13 18:43:00,1033.50
2018-12-13 18:48:00,1033.40
2018-12-13 18:53:00,1033.50
2018-12-13 18:58:00,1033.40
2018-12-13 19:03:00,1033.40
2018-12-13 19:08:00,1033.40
2018-12-13 19:13:00,1033.40
2018-12-13 19:18:00,1033.40
2018-12-13 19:23:00,1033.50
2018-12-13 19:28:00,1033.60
2018-12-13 19:33:00,1033.60
2018-12-13 19:38:00,1033.60
2018-12-13 19:43:00,1033.60
2018-12-13 19:48:00,1033.60
2018-12-13 19:53:00,1033.70
2018-12-13 19:58:00,1033.70
2018-12-13 20:03:00,1033.70
2018-12-13 20:08:00,1033.80
2018-12-13 20:13:00,1033.90
2018-12-13 20:18:00,1033.80
2018-12-13 20:23:00,1033.90
2018-12-13 20:28:00,1033.90
2018-12-13 20:33:00,1034.00
2018-12-13 20:38:00,1034.00
2018-12-13 20:43:00,1034.00
2018-12-13 20:48:00,1034.10
2018-12-13 20:53:00,1034.10
2018-12-13 20:58:00,1034.10
2018-12-13 21:03:00,1034.20
2018-12-13 21:08:00,1034.10
2018-12-13 21:13:00,1034.20
2018-12-13 21:18:00,1034.20
2018-12-13 21:23:00,1034.20
2018-12-13 21:28:00,1034.30
2018-12-13 21:33:00,1034.30
2018-12-13 21:38:00,1034.40
2018-12-13 21:43:00,1034.40
2018-12-13 21:48:00,1034.40
2018-12-13 21:53:00,1034.50
2018-12-13 22:03:00,1034.60
2018-12-13 22:08:00,1034.70
2018-12-13 22:13:00,1034.80
2018-12-13 22:18:00,1034.80
2018-12-13 22:23:00,1034.90
2018-12-13 22:28:00,1034.90
2018-12-13 22:33:00,1034.90
2018-12-13 22:38:00,1035.00
2018-12-13 22:43:00,1035.00
2018-12-13 22:48:00,1035.00
2018-12-13 22:53:00,1035.10
2018-12-13 22:58:00,1035.10
2018-12-13 23:03:00,1035.20
2018-12-13 23:08:00,1035.20
2018-12-13 23:18:00,1035.20
2018-12-13 23:23:00,1035.20
2018-12-13 23:28:00,1035.30
2018-12-13 23:33:00,1035.30
2018-12-13 23:38:00,1035.20
2018-12-13 23:43:00,1035.30
2018-12-13 23:48:00,1035.40
2018-12-13 23:58:00,1035.30
2018-12-14 00:03:00,1035.30
2018-12-14 00:08:00,1035.30
2018-12-14 00:13:00,1035.30
2018-12-14 00:18:00,1035.20
2018-12-14 00:23:00,1035.20
2018-12-14 00:28:00,1035.20
2018-12-14 00:33:00,1035.20
2018-12-14 00:38:00,1035.10
2018-12-14 00:43:00,1035.10
2018-12-14 00:48:00,1035.00
2018-12-14 00:53:00,1035.00
2018-12-14 00:58:00,1035.00
2018-12-14 01:03:00,1035.00
2018-12-14 01:08:00,1034.80
2018-12-14 01:13:00,1034.80
2018-12-14 01:18:00,1034.80
2018-12-14 01:23:00,1034.70
2018-12-14 01:28:00,1034.80
2018-12-14 01:33:00,1034.90
2018-12-14 01:38:00,1034.90
2018-12-14 01:43:00,1034.90
2018-12-14 01:48:00,1034.90
2018-12-14 01:53:00,1034.80
2018-12-14 01:58:00,1034.90
2018-12-14 02:03:00,1034.90
2018-12-14 02:08:00,1034.80
2018-12-14 02:13:00,1034.80
2018-12-14 02:18:00,1034.60
2018-12-14 02:23:00,1034.60
2018-12-14 02:28:00,1034.70
2018-12-14 02:33:00,1034.80
2018-12-14 02:38:00,1034.60
2018-12-14 02:43:00,1034.60
2018-12-14 02:48:00,1034.80
2018-12-14 02:53:00,1034.80
2018-12-14 02:58:00,1034.90
2018-12-14 03:03:00,1035.00
2018-12-14 03:08:00,1035.00
2018-12-14 03:13:00,1034.90
2018-12-14 03:18:00,1034.70
2018-12-14 03:23:00,1034.80
2018-12-14 03:28:00,1034.70
2018-12-14 03:33:00,1034.60
2018-12-14 03:38:00,1034.70
2018-12-14 03:43:00,1034.60
2018-12-14 03:48:00,1034.60
2018-12-14 03:53:00,1034.60
2018-12-14 03:58:00,1034.40
2018-12-14 04:03:00,1034.50
2018-12-14 04:08:00,1034.60
2018-12-14 04:13:00,1034.40
2018-12-14 04:18:00,1034.30
2018-12-14 04:23:00,1034.20
2018-12-14 04:28:00,1034.20
2018-12-14 04:33:00,1034.20
2018-12-14 04:38:00,1034.20
2018-12-14 04:43:00,1034.10
2018-12-14 04:48:00,1034.20
2018-12-14 04:53:00,1034.30
2018-12-14 04:58:00,1034.20
2018-12-14 05:03:00,1034.30
2018-12-14 05:08:00,1034.30
2018-12-14 05:13:00,1034.30
2018-12-14 05:18:00,1034.30
2018-12-14 05:23:00,1034.20
2018-12-14 05:28:00,1034.30
2018-12-14 05:33:00,1034.20
2018-12-14 05:38:00,1034.20
2018-12-14 05:43:00,1034.20
2018-12-14 05:48:00,1034.20
2018-12-14 05:53:00,1034.20
2018-12-14 05:58:00,1034.20
2018-12-14 06:03:00,1034.30
2018-12-14 06:08:00,1034.30
2018-12-14 06:18:00,1034.30
2018-12-14 06:23:00,1034.30
2018-12-14 06:28:00,1034.30
2018-12-14 06:33:00,1034.30
2018-12-14 06:38:00,1034.40
2018-12-14 06:43:00,1034.40
2018-12-14 06:48:00,1034.50
2018-12-14 06:53:00,1034.60
2018-12-14 06:58:00,1034.60
2018-12-14 07:03:00,1034.60
2018-12-14 07:08:00,1034.50
2018-12-14 07:13:00,1034.40
2018-12-14 07:18:00,1034.30
2018-12-14 07:23:00,1034.20
2018-12-14 07:28:00,1034.10
2018-12-14 07:33:00,1034.10
2018-12-14 07:38:00,1034.10
2018-12-14 07:43:00,1034.20
2018-12-14 07:48:00,1034.10
2018-12-14 07:53:00,1034.00
2018-12-14 07:58:00,1033.90
2018-12-14 08:03:00,1033.80
2018-12-14 08:08:00,1033.70
2018-12-14 08:13:00,1033.60
2018-12-14 08:18:00,1033.60
2018-12-14 08:23:00,1033.50
2018-12-14 08:28:00,1033.50
2018-12-14 08:33:00,1033.50
2018-12-14 08:38:00,1033.40
2018-12-14 08:43:00,1033.30
2018-12-14 08:48:00,1033.30
2018-12-14 08:58:00,1032.90
2018-12-14 09:03:00,1033.00
2018-12-14 09:08:00,1032.90
2018-12-14 09:13:00,1033.00
2018-12-14 09:18:00,1032.90
2018-12-14 09:23:00,1033.00
2018-12-14 09:28:00,1033.10
2018-12-14 09:33:00,1033.00
2018-12-14 09:38:00,1033.10
2018-12-14 09:43:00,1032.80
2018-12-14 09:48:00,1032.80
2018-12-14 09:53:00,1032.70
2018-12-14 09:58:00,1032.80
2018-12-14 10:03:00,1032.70
2018-12-14 10:08:00,1032.70
2018-12-14 10:13:00,1032.70
2018-12-14 10:18:00,1032.90
2018-12-14 10:23:00,1033.00
2018-12-14 10:28:00,1033.10
2018-12-14 10:33:00,1033.10
2018-12-14 10:38:00,1033.20
2018-12-14 10:43:00,1033.20
2018-12-14 10:48:00,1033.20
2018-12-14 10:53:00,1033.20
2018-12-14 10:58:00,1033.20
2018-12-14 11:03:00,1033.20
2018-12-14 11:08:00,1033.30
2018-12-14 11:13:00,1033.40
2018-12-14 11:18:00,1033.40
2018-12-14 11:23:00,1033.30
2018-12-14 11:28:00,1033.40
2018-12-14 11:33:00,1033.30
2018-12-14 11:38:00,1033.10
2018-12-14 11:43:00,1032.90
2018-12-14 11:48:00,1032.90
2018-12-14 11:53:00,1033.00
2018-12-14 11:58:00,1033.10
2018-12-14 12:03:00,1033.10
2018-12-14 12:13:00,1033.00
2018-12-14 12:18:00,1033.00
2018-12-14 12:23:00,1033.00
2018-12-14 12:28:00,1033.00
2018-12-14 12:33:00,1033.00
2018-12-14 12:38:00,1033.10
2018-12-14 12:43:00,1033.30
2018-12-14 12:48:00,1033.30
2018-12-14 12:53:00,1033.40
2018-12-14 12:58:00,1033.40
2018-12-14 13:03:00,1033.40
2018-12-14 13:08:00,1033.50
2018-12-14 13:13:00,1033.30
2018-12-14 13:18:00,1033.50
2018-12-14 13:23:00,1033.60
2018-12-14 13:28:00,1033.50
2018-12-14 13:33:00,1033.60
2018-12-14 13:38:00,1033.50
2018-12-14 13:43:00,1033.50
2018-12-14 13:48:00,1033.50
2018-12-14 13:53:00,1033.60
2018-12-14 13:58:00,1033.60
2018-12-14 14:03:00,1033.70
2018-12-14 14:08:00,1033.70
2018-12-14 14:13:00,1033.60
2018-12-14 14:18:00,1033.70
2018-12-14 14:23:00,1033.70
2018-12-14 14:28:00,1033.60
2018-12-14 14:33:00,1033.50
2018-12-14 14:38:00,1033.60
2018-12-14 14:43:00,1033.40
2018-12-14 14:48:00,1033.50
2018-12-14 14:53:00,1033.50
2018-12-14 14:58:00,1033.50
2018-12-14 15:03:00,1033.30
2018-12-14 15:08:00,1033.30
2018-12-14 15:13:00,1033.20
2018-12-14 15:18:00,1033.00
2018-12-14 15:23:00,1032.90
2018-12-14 15:28:00,1032.80
2018-12-14 15:33:00,1032.80
2018-12-14 15:38:00,1032.70
2018-12-14 15:43:00,1032.70
2018-12-14 15:48:00,1032.60
2018-12-14 15:53:00,1032.50
2018-12-14 16:03:00,1032.30
2018-12-14 16:08:00,1032.20
2018-12-14 16:13:00,1032.10
2018-12-14 16:18:00,1032.00
2018-12-14 16:23:00,1031.90
2018-12-14 16:28:00,1031.80
2018-12-14 16:33:00,1031.50
2018-12-14 16:38:00,1031.50
2018-12-14 16:43:00,1031.40
2018-12-14 16:48:00,1031.40
2018-12-14 16:53:00,1031.30
2018-12-14 16:58:00,1031.20
2018-12-14 17:03:00,1031.20
2018-12-14 17:08:00,1031.10
2018-12-14 17:13:00,1030.90
2018-12-14 17:18:00,1030.90
2018-12-14 17:23:00,1030.80
2018-12-14 17:28:00,1030.70
2018-12-14 17:33:00,1030.60
2018-12-14 17:38:00,1030.40
2018-12-14 17:43:00,1030.40
2018-12-14 17:48:00,1030.30
2018-12-14 17:53:00,1030.30
2018-12-14 17:58:00,1030.30
2018-12-14 18:03:00,1030.20
2018-12-14 18:08:00,1030.10
2018-12-14 18:13:00,1030.10
2018-12-14 18:18:00,1029.90
2018-12-14 18:23:00,1029.80
2018-12-14 18:28:00,1029.60
2018-12-14 18:33:00,1029.30
2018-12-14 18:38:00,1029.20
2018-12-14 18:43:00,1029.20
2018-12-14 18:48:00,1029.00
2018-12-14 18:53:00,1029.00
2018-12-14 18:58:00,1028.90
2018-12-14 19:03:00,1028.80
2018-12-14 19:08:00,1028.90
2018-12-14 19:13:00,1028.70
2018-12-14 19:18:00,1028.80
2018-12-14 19:23:00,1028.60
2018-12-14 19:28:00,1028.60
2018-12-14 19:33:00,1028.40
2018-12-14 19:38:00,1028.40
2018-12-14 19:43:00,1028.40
2018-12-14 19:48:00,1028.30
2018-12-14 19:53:00,1028.20
2018-12-14 19:58:00,1028.10
2018-12-14 20:03:00,1028.20
2018-12-14 20:08:00,1028.20
2018-12-14 20:13:00,1028.20
2018-12-14 20:18:00,1028.30
2018-12-14 20:23:00,1028.40
2018-12-14 20:28:00,1028.40
2018-12-14 20:33:00,1028.20
2018-12-14 20:38:00,1028.20
2018-12-14 20:43:00,1028.30
2018-12-14 20:48:00,1028.30
2018-12-14 20:53:00,1028.30
2018-12-14 20:58:00,1028.40
2018-12-14 21:03:00,1028.20
2018-12-14 21:08:00,1028.10
2018-12-14 21:13:00,1028.00
2018-12-14 21:18:00,1027.80
2018-12-14 21:23:00,1027.80
2018-12-14 21:28:00,1028.00
2018-12-14 21:33:00,1027.80
2018-12-14 21:38:00,1028.00
2018-12-14 21:43:00,1027.90
2018-12-14 21:48:00,1027.90
2018-12-14 21:53:00,1028.20
2018-12-14 21:58:00,1028.00
2018-12-14 22:03:00,1027.90
2018-12-14 22:08:00,1028.00
2018-12-14 22:13:00,1028.00
2018-12-14 22:18:00,1027.80
2018-12-14 22:23:00,1027.60
2018-12-14 22:28:00,1027.70
2018-12-14 22:33:00,1027.70
2018-12-14 22:38:00,1027.70
2018-12-14 22:43:00,1027.60
2018-12-14 22:48:00,1027.50
2018-12-14 22:53:00,1027.30
2018-12-14 22:58:00,1027.20
2018-12-14 23:03:00,1027.20
2018-12-14 23:08:00,1027.40
2018-12-14 23:13:00,1027.30
2018-12-14 23:18:00,1027.20
2018-12-14 23:23:00,1027.10
2018-12-14 23:28:00,1026.90
2018-12-14 23:33:00,1026.70
2018-12-14 23:38:00,1026.70
2018-12-14 23:43:00,1026.60
2018-12-14 23:48:00,1026.50
2018-12-14 23:58:00,1026.40
2018-12-15 00:03:00,1026.20
2018-12-15 00:08:00,1026.10
2018-12-15 00:13:00,1026.00
2018-12-15 00:18:00,1025.90
2018-12-15 00:23:00,1025.80
2018-12-15 00:28:00,1025.70
2018-12-15 00:33:00,1025.60
2018-12-15 00:38:00,1025.40
2018-12-15 00:43:00,1025.20
2018-12-15 00:48:00,1025.10
2018-12-15 00:53:00,1024.80
2018-12-15 00:58:00,1024.90
2018-12-15 01:03:00,1024.70
2018-12-15 01:08:00,1024.60
2018-12-15 01:13:00,1024.60
2018-12-15 01:18:00,1024.60
2018-12-15 01:23:00,1024.40
2018-12-15 01:28:00,1024.20
2018-12-15 01:33:00,1024.00
2018-12-15 01:38:00,1023.90
2018-12-15 01:43:00,1023.90
2018-12-15 01:48:00,1023.80
2018-12-15 01:53:00,1023.70
2018-12-15 01:58:00,1023.60
2018-12-15 02:03:00,1023.70
2018-12-15 02:08:00,1023.70
2018-12-15 02:13:00,1023.70
2018-12-15 02:18:00,1023.50
2018-12-15 02:23:00,1023.50
2018-12-15 02:28:00,1023.60
2018-12-15 02:33:00,1023.50
2018-12-15 02:38:00,1023.50
2018-12-15 02:43:00,1023.40
2018-12-15 02:48:00,1023.30
2018-12-15 02:53:00,1023.10
2018-12-15 02:58:00,1023.10
2018-12-15 03:08:00,1022.90
2018-12-15 03:13:00,1022.70
2018-12-15 03:18:00,1022.50
2018-12-15 03:23:00,1022.60
2018-12-15 03:28:00,1022.70
2018-12-15 03:33:00,1022.70
2018-12-15 03:38:00,1022.70
2018-12-15 03:43:00,1022.70
2018-12-15 03:48:00,1022.60
2018-12-15 03:53:00,1022.40
2018-12-15 03:58:00,1022.40
2018-12-15 04:03:00,1022.30
2018-12-15 04:08:00,1022.10
2018-12-15 04:13:00,1022.10
2018-12-15 04:18:00,1021.80
2018-12-15 04:23:00,1021.60
2018-12-15 04:33:00,1021.40
2018-12-15 04:38:00,1021.30
2018-12-15 04:43:00,1021.10
2018-12-15 04:48:00,1021.30
2018-12-15 04:53:00,1021.30
2018-12-15 04:58:00,1021.00
2018-12-15 05:03:00,1020.90
2018-12-15 05:08:00,1020.90
2018-12-15 05:13:00,1020.60
2018-12-15 05:18:00,1020.60
2018-12-15 05:23:00,1020.50
2018-12-15 05:28:00,1020.30
2018-12-15 05:33:00,1020.30
2018-12-15 05:38:00,1020.20
2018-12-15 05:43:00,1020.20
2018-12-15 05:48:00,1020.30
2018-12-15 05:53:00,1020.30
2018-12-15 05:58:00,1020.40
2018-12-15 06:03:00,1020.30
2018-12-15 06:08:00,1020.30
2018-12-15 06:13:00,1020.10
2018-12-15 06:18:00,1020.30
2018-12-15 06:23:00,1020.10
2018-12-15 06:28:00,1020.10
2018-12-15 06:33:00,1019.90
2018-12-15 06:38:00,1019.90
2018-12-15 06:43:00,1019.90
2018-12-15 06:48:00,1019.90
2018-12-15 06:53:00,1019.90
2018-12-15 06:58:00,1020.10
2018-12-15 07:03:00,1020.10
2018-12-15 07:08:00,1020.00
2018-12-15 07:13:00,1019.90
2018-12-15 07:18:00,1019.90
2018-12-15 07:23:00,1019.90
2018-12-15 07:28:00,1019.60
2018-12-15 07:33:00,1019.70
2018-12-15 07:38:00,1019.60
2018-12-15 07:43:00,1019.50
2018-12-15 07:48:00,1019.30
2018-12-15 07:53:00,1019.30
2018-12-15 07:58:00,1019.20
2018-12-15 08:03:00,1019.20
2018-12-15 08:08:00,1019.20
2018-12-15 08:13:00,1019.00
2018-12-15 08:18:00,1019.00
2018-12-15 08:23:00,1019.00
2018-12-15 08:28:00,1019.10
2018-12-15 08:33:00,1019.10
2018-12-15 08:38:00,1019.00
2018-12-15 08:43:00,1019.00
2018-12-15 08:48:00,1019.00
2018-12-15 08:53:00,1018.80
2018-12-15 08:58:00,1018.90
2018-12-15 09:03:00,1018.90
2018-12-15 09:08:00,1018.90
2018-12-15 09:13:00,1018.80
2018-12-15 09:18:00,1018.90
2018-12-15 09:23:00,1018.90
2018-12-15 09:28:00,1018.80
2018-12-15 09:33:00,1018.70
2018-12-15 09:38:00,1018.90
2018-12-15 09:43:00,1019.00
2018-12-15 09:48:00,1018.80
2018-12-15 09:53:00,1018.80
2018-12-15 09:58:00,1018.90
2018-12-15 10:03:00,1019.00
2018-12-15 10:08:00,1019.00
2018-12-15 10:13:00,1019.00
2018-12-15 10:18:00,1018.90
2018-12-15 10:23:00,1018.90
2018-12-15 10:28:00,1019.00
2018-12-15 10:33:00,1018.90
2018-12-15 10:38:00,1018.90
2018-12-15 10:43:00,1018.90
2018-12-15 10:48:00,1019.00
2018-12-15 10:53:00,1019.10
2018-12-15 10:58:00,1019.00
2018-12-15 11:03:00,1019.20
2018-12-15 11:08:00,1019.40
2018-12-15 11:13:00,1019.50
2018-12-15 11:18:00,1019.50
2018-12-15 11:23:00,1019.50
2018-12-15 11:28:00,1019.50
2018-12-15 11:33:00,1019.70
2018-12-15 11:38:00,1019.70
2018-12-15 11:43:00,1019.60
2018-12-15 11:48:00,1019.60
2018-12-15 11:53:00,1019.60
2018-12-15 11:58:00,1019.80
2018-12-15 12:03:00,1019.90
2018-12-15 12:08:00,1019.90
2018-12-15 12:13:00,1019.90
2018-12-15 12:18:00,1020.10
2018-12-15 12:23:00,1020.10
2018-12-15 12:28:00,1020.10
2018-12-15 12:33:00,1020.20
2018-12-15 12:38:00,1020.20
2018-12-15 12:43:00,1020.30
2018-12-15 12:48:00,1020.20
2018-12-15 12:53:00,1020.20
2018-12-15 12:58:00,1020.20
2018-12-15 13:03:00,1020.20
2018-12-15 13:08:00,1020.20
2018-12-15 13:13:00,1020.30
2018-12-15 13:18:00,1020.30
2018-12-15 13:23:00,1020.30
2018-12-15 13:28:00,1020.30
2018-12-15 13:33:00,1020.50
2018-12-15 13:38:00,1020.60
2018-12-15 13:43:00,1020.50
2018-12-15 13:48:00,1020.60
2018-12-15 13:53:00,1020.60
2018-12-15 13:58:00,1020.80
2018-12-15 14:03:00,1020.80
2018-12-15 14:08:00,1020.80
2018-12-15 14:13:00,1020.80
2018-12-15 14:18:00,1020.80
2018-12-15 14:23:00,1020.90
2018-12-15 14:28:00,1021.00
2018-12-15 14:33:00,1021.00
2018-12-15 14:38:00,1021.00
2018-12-15 14:43:00,1021.00
2018-12-15 14:48:00,1020.90
2018-12-15 14:53:00,1020.80
2018-12-15 14:58:00,1021.00
2018-12-15 15:03:00,1020.90
2018-12-15 15:08:00,1021.10
2018-12-15 15:13:00,1021.00
2018-12-15 15:18:00,1021.10
2018-12-15 15:23:00,1021.10
2018-12-15 15:28:00,1021.20
2018-12-15 15:33:00,1021.10
2018-12-15 15:38:00,1021.10
2018-12-15 15:43:00,1021.10
2018-12-15 15:48:00,1021.00
2018-12-15 15:53:00,1020.90
2018-12-15 15:58:00,1020.90
2018-12-15 16:03:00,1020.90
2018-12-15 16:08:00,1020.90
2018-12-15 16:13:00,1020.90
2018-12-15 16:18:00,1020.90
2018-12-15 16:23:00,1021.00
2018-12-15 16:28:00,1020.90
2018-12-15 16:33:00,1020.90
2018-12-15 16:38:00,1020.80
2018-12-15 16:43:00,1020.80
2018-12-15 16:48:00,1020.90
2018-12-15 16:53:00,1020.90
2018-12-15 16:58:00,1020.90
2018-12-15 17:03:00,1020.80
2018-12-15 17:08:00,1020.70
2018-12-15 17:13:00,1020.70
2018-12-15 17:18:00,1020.80
2018-12-15 17:23:00,1020.80
2018-12-15 17:28:00,1020.80
2018-12-15 17:33:00,1020.80
2018-12-15 17:38:00,1020.90
2018-12-15 17:43:00,1021.00
2018-12-15 17:48:00,1021.00
2018-12-15 17:53:00,1020.90
2018-12-15 17:58:00,1020.90
2018-12-15 18:03:00,1020.90
2018-12-15 18:08:00,1020.80
2018-12-15 18:13:00,1021.00
2018-12-15 18:18:00,1021.20
2018-12-15 18:23:00,1021.20
2018-12-15 18:28:00,1021.30
2018-12-15 18:33:00,1021.40
2018-12-15 18:38:00,1021.40
2018-12-15 18:43:00,1021.50
2018-12-15 18:48:00,1021.40
2018-12-15 18:53:00,1021.60
2018-12-15 18:58:00,1021.50
2018-12-15 19:03:00,1021.50
2018-12-15 19:08:00,1021.80
2018-12-15 19:13:00,1022.00
2018-12-15 19:18:00,1021.90
2018-12-15 19:23:00,1021.80
2018-12-15 19:28:00,1021.90
2018-12-15 19:33:00,1022.00
2018-12-15 19:38:00,1022.20
2018-12-15 19:43:00,1022.30
2018-12-15 19:48:00,1022.20
2018-12-15 19:53:00,1022.40
2018-12-15 19:58:00,1022.40
2018-12-15 20:03:00,1022.30
2018-12-15 20:08:00,1022.20
2018-12-15 20:13:00,1022.40
2018-12-15 20:18:00,1022.50
2018-12-15 20:23:00,1022.50
2018-12-15 20:28:00,1022.40
2018-12-15 20:33:00,1022.50
2018-12-15 20:38:00,1022.70
2018-12-15 20:43:00,1022.70
2018-12-15 20:48:00,1022.50
2018-12-15 20:53:00,1022.40
2018-12-15 20:58:00,1022.70
2018-12-15 21:03:00,1022.80
2018-12-15 21:08:00,1022.70
2018-12-15 21:13:00,1022.60
2018-12-15 21:18:00,1022.70
2018-12-15 21:23:00,1023.00
2018-12-15 21:28:00,1023.10
2018-12-15 21:33:00,1023.20
2018-12-15 21:38:00,1023.10
2018-12-15 21:43:00,1023.20
2018-12-15 21:48:00,1023.40
2018-12-15 21:53:00,1023.30
2018-12-15 21:58:00,1023.30
2018-12-15 22:03:00,1023.40
2018-12-15 22:08:00,1023.50
2018-12-15 22:13:00,1023.80
2018-12-15 22:18:00,1023.80
2018-12-15 22:23:00,1023.60
2018-12-15 22:28:00,1023.60
2018-12-15 22:33:00,1023.80
2018-12-15 22:38:00,1023.80
2018-12-15 22:43:00,1023.80
2018-12-15 22:48:00,1023.80
2018-12-15 22:53:00,1023.90
2018-12-15 22:58:00,1024.00
2018-12-15 23:03:00,1024.00
2018-12-15 23:08:00,1024.00
2018-12-15 23:13:00,1024.00
2018-12-15 23:18:00,1024.40
2018-12-15 23:23:00,1024.10
2018-12-15 23:28:00,1024.30
2018-12-15 23:33:00,1024.30
2018-12-15 23:38:00,1024.40
2018-12-15 23:43:00,1024.20
2018-12-15 23:48:00,1024.30
2018-12-15 23:53:00,1024.30
2018-12-16 00:03:00,1024.10
2018-12-16 00:08:00,1024.00
2018-12-16 00:13:00,1024.00
2018-12-16 00:18:00,1023.90
2018-12-16 00:23:00,1023.80
2018-12-16 00:28:00,1023.80
2018-12-16 00:33:00,1023.90
2018-12-16 00:38:00,1023.80
2018-12-16 00:43:00,1024.00
2018-12-16 00:48:00,1024.00
2018-12-16 00:53:00,1023.90
2018-12-16 00:58:00,1024.00
2018-12-16 01:03:00,1024.00
2018-12-16 01:08:00,1024.20
2018-12-16 01:13:00,1024.30
2018-12-16 01:18:00,1024.20
2018-12-16 01:23:00,1024.00
2018-12-16 01:28:00,1024.10
2018-12-16 01:33:00,1024.20
2018-12-16 01:38:00,1024.40
2018-12-16 01:43:00,1024.50
2018-12-16 01:48:00,1024.60
2018-12-16 01:53:00,1024.50
2018-12-16 01:58:00,1024.60
2018-12-16 02:03:00,1024.80
2018-12-16 02:08:00,1024.40
2018-12-16 02:13:00,1024.40
2018-12-16 02:18:00,1024.50
2018-12-16 02:23:00,1024.70
2018-12-16 02:28:00,1024.70
2018-12-16 02:33:00,1025.00
2018-12-16 02:38:00,1025.00
2018-12-16 02:43:00,1025.10
2018-12-16 02:48:00,1025.20
2018-12-16 02:53:00,1025.20
2018-12-16 02:58:00,1025.20
2018-12-16 03:03:00,1025.20
2018-12-16 03:08:00,1025.40
2018-12-16 03:13:00,1025.50
2018-12-16 03:18:00,1025.50
2018-12-16 03:23:00,1025.40
2018-12-16 03:28:00,1025.50
2018-12-16 03:33:00,1025.50
2018-12-16 03:38:00,1025.50
2018-12-16 03:43:00,1025.80
2018-12-16 03:48:00,1025.60
2018-12-16 03:53:00,1025.70
2018-12-16 03:58:00,1025.60
2018-12-16 04:03:00,1025.70
2018-12-16 04:08:00,1025.70
2018-12-16 04:13:00,1025.50
2018-12-16 04:18:00,1025.60
2018-12-16 04:23:00,1025.70
2018-12-16 04:28:00,1025.50
2018-12-16 04:33:00,1025.60
2018-12-16 04:38:00,1025.30
2018-12-16 04:43:00,1025.30
2018-12-16 04:48:00,1025.20
2018-12-16 04:53:00,1025.40
2018-12-16 04:58:00,1025.60
2018-12-16 05:03:00,1025.50
2018-12-16 05:08:00,1025.10
2018-12-16 05:13:00,1024.90
2018-12-16 05:18:00,1024.80
2018-12-16 05:23:00,1024.80
2018-12-16 05:28:00,1024.80
2018-12-16 05:33:00,1024.70
2018-12-16 05:38:00,1024.70
2018-12-16 05:43:00,1024.90
2018-12-16 05:48:00,1024.90
2018-12-16 05:53:00,1024.90
2018-12-16 05:58:00,1025.10
2018-12-16 06:03:00,1025.10
2018-12-16 06:08:00,1025.00
2018-12-16 06:13:00,1024.80
2018-12-16 06:18:00,1025.00
2018-12-16 06:23:00,1024.80
2018-12-16 06:28:00,1024.60
2018-12-16 06:33:00,1024.50
2018-12-16 06:38:00,1024.60
2018-12-16 06:43:00,1024.60
2018-12-16 06:48:00,1024.60
2018-12-16 06:53:00,1024.80
2018-12-16 06:58:00,1024.60
2018-12-16 07:03:00,1024.90
2018-12-16 07:08:00,1024.70
2018-12-16 07:13:00,1025.00
2018-12-16 07:18:00,1024.60
2018-12-16 07:23:00,1024.60
2018-12-16 07:28:00,1024.30
2018-12-16 07:33:00,1024.80
2018-12-16 07:38:00,1024.80
2018-12-16 07:43:00,1024.90
2018-12-16 07:48:00,1024.70
2018-12-16 07:53:00,1024.80
2018-12-16 07:58:00,1024.60
2018-12-16 08:03:00,1024.80
2018-12-16 08:08:00,1024.70
2018-12-16 08:13:00,1024.80
2018-12-16 08:18:00,1024.80
2018-12-16 08:23:00,1024.60
2018-12-16 08:28:00,1024.80
2018-12-16 08:33:00,1024.50
2018-12-16 08:38:00,1024.70
2018-12-16 08:43:00,1024.50
2018-12-16 08:48:00,1024.60
2018-12-16 08:53:00,1024.40
2018-12-16 08:58:00,1024.50
2018-12-16 09:03:00,1024.20
2018-12-16 09:08:00,1024.10
2018-12-16 09:13:00,1024.10
2018-12-16 09:18:00,1024.10
2018-12-16 09:23:00,1023.80
2018-12-16 09:28:00,1024.00
2018-12-16 09:33:00,1023.80
2018-12-16 09:38:00,1024.00
2018-12-16 09:43:00,1023.80
2018-12-16 09:48:00,1024.10
2018-12-16 09:53:00,1024.10
2018-12-16 09:58:00,1024.00
2018-12-16 10:03:00,1024.10
2018-12-16 10:08:00,1024.10
2018-12-16 10:13:00,1024.30
2018-12-16 10:23:00,1024.30
2018-12-16 10:28:00,1024.20
2018-12-16 10:33:00,1024.30
2018-12-16 10:38:00,1024.20
2018-12-16 10:43:00,1024.20
2018-12-16 10:48:00,1024.30
2018-12-16 10:53:00,1024.20
2018-12-16 10:58:00,1024.40
2018-12-16 11:03:00,1024.60
2018-12-16 11:08:00,1024.90
